협정,류,호,소호,적용단위,기준
한-베트남,21,21.04,2104.20,2104.20,"4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것(제1211.20호, 제1212.21호, 제1212.2 9호, 제1302.14호 및 제1302.19호의 재료는 체약당사국의 영 역에서 완전생산된 것으로 한정한다)"
한-베트남,21,21.05,2105.00,2105.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,21,21.06,2106.10,2106.10,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,21,21.06,2106.90,2106.90,"4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가 가치가 40퍼센트 이상일 것(제1211.20호, 제1302.14호 및 제 1302.19호의 인삼제품류 재료는 체약당사국의 영역에서 완 전생산된 것으로 한정한다)"
한-베트남,22,22.01,,22.01,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.02,2202.10,2202.10,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.02,2202.91,2202.91,"체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것 (제1211.20호, 제1302.14호 및 제1302.19호의 재료는 체약당사 국의 영역에서 완전생산된 것으로 한정한다)"
한-베트남,22,22.02,2202.99,2202.99,"체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것 (제1211.20호, 제1302.14호 및 제1302.19호의 재료는 체약당사 국의 영역에서 완전생산된 것으로 한정한다)"
한-베트남,22,22.03,2203.00,2203.00,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.04,2204.10,2204.10,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.04,2204.21,2204.21,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.04,2204.22,2204.22,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.04,2204.29,2204.29,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.04,2204.30,2204.30,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.05,,22.05,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.06,2206.00,2206.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.07,,22.07,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.08,2208.20,2208.20,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.08,2208.30,2208.30,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.08,2208.40,2208.40,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.08,2208.50,2208.50,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.08,2208.60,2208.60,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.08,2208.70,2208.70,2단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.08,2208.90,2208.90,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,22,22.09,2209.00,2209.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.01,2301.10,2301.10,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.01,2301.20,2301.20,2단위 세번변경기준
한-베트남,23,23.02,,23.02,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.03,,23.03,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.04,2304.00,2304.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.05,2305.00,2305.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.06,2306.10,2306.10,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.06,2306.20,2306.20,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.06,2306.30,2306.30,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.06,2306.41,2306.41,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.06,2306.49,2306.49,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.06,2306.50,2306.50,2단위 세번변경기준(제8류의 재료는 체약당사국의 영역에서 완전생산된 것으로 한정한다) 또는 체약당사국 내에서 발생 한 부가가치가 40퍼센트 이상일 것(제8류의 재료는 체약당사 국의 영역에서 완전생산된 것으로 한정한다)
한-베트남,23,23.06,2306.60,2306.60,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.06,2306.90,2306.90,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.07,2307.00,2307.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,23,23.08,2308.00,2308.00,2단위 세번변경기준(제8류의 재료는 체약당사국의 영역에서 완전생산된 것으로 한정한다) 또는 체약당사국 내에서 발생 한 부가가치가 40퍼센트 이상일 것(제8류의 재료는 체약당사 국의 영역에서 완전생산된 것으로 한정한다)
한-베트남,23,23.09,,23.09,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,24,24.01,,24.01,완전생산기준
한-베트남,24,24.02,2402.10,2402.10,4단위 세번변경기준
한-베트남,24,24.02,2402.20,2402.20,4단위 세번변경기준(제2403호에 해당하는 비원산지재료의 가격이 해당 물품의 본선인도가격의 60퍼센트를 초과하지 않 는 경우로 한정한다)
한-베트남,24,24.02,2402.90,2402.90,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,24,24.03,,24.03,4단위 세번변경기준
한-베트남,24,24.04,2404.11,2404.11,4단위 세번변경기준
한-베트남,24,24.04,2404.12,2404.12,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,24,24.04,2404.19,2404.19,가. 전자담배용 용액: 4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것 나. 기타: 4단위 세번변경기준
한-베트남,24,24.04,2404.91,2404.91,"4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것(제1211.20호, 제1212.21호, 제1212.29호, 제1302.14호 및 제1302.19호의 재료는 체약당사국의 영역에서 완전생산된 것으로 한정한다)"
한-베트남,24,24.04,2404.92,2404.92,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가 가치가 40퍼센트 이상일 것
한-베트남,24,24.04,2404.99,2404.99,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가 가치가 40퍼센트 이상일 것
한-베트남,25,25.01,2501.00,2501.00,완전생산기준
한-베트남,25,25.02,2502.00,2502.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.03,2503.00,2503.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.04,,25.04,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.05,,25.05,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.06,,25.06,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.07,2507.00,2507.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.08,,25.08,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.09,2509.00,2509.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.10,,25.10,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.11,,25.11,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.12,2512.00,2512.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.13,,25.13,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.14,2514.00,2514.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.15,,25.15,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.16,,25.16,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.17,,25.17,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.18,,25.18,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.19,,25.19,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.20,,25.20,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.21,2521.00,2521.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.22,,25.22,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.23,,25.23,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.24,,25.24,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.25,,25.25,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.26,,25.26,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.28,2528.00,2528.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.29,,25.29,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,25,25.30,,25.30,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,26,,,26,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.01,,27.01,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.02,,27.02,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.03,2703.00,2703.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.04,2704.00,2704.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.05,2705.00,2705.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.06,2706.00,2706.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.07,,27.07,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.08,,27.08,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.09,2709.00,2709.00,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.10,2710.12,2710.12,6단위 세번변경기준
한-베트남,27,27.10,2710.19,2710.19,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.10,2710.20,2710.20,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.10,2710.91,2710.91,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.10,2710.99,2710.99,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.11,,27.11,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.12,,27.12,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
한-베트남,27,27.13,,27.13,4단위 세번변경기준 또는 체약당사국 내에서 발생한 부가가치가 40퍼센트 이상일 것
